,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
5524,XB,2003.0,Platform,BAM! Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,BAM! Entertainment,E
5525,DS,2007.0,Puzzle,10TACLE Studios,0.0,0.03,0.0,0.0,0.03,,,,,,
5526,PS,1996.0,Action,Virgin Interactive,0.02,0.01,0.0,0.0,0.03,,,,,Virgin Interactive Entertainment,E
5527,DS,2008.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,Koei,CERO_A
5528,PS2,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,
5529,DS,2009.0,Adventure,Level 5,0.0,0.0,0.03,0.0,0.03,,,,,,CERO_A
5530,PC,2009.0,Role-Playing,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,,,,,,
5531,XB,2004.0,Strategy,JoWood Productions,0.02,0.01,0.0,0.0,0.03,61.0,24.0,tbd,,Zed Two Limited,T
5532,GBA,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Konami,
5533,DS,2009.0,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,
5534,PSP,2012.0,Adventure,BushiRoad,0.0,0.0,0.03,0.0,0.03,,,,,,
5535,PSV,2014.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Konami,CERO_B
5536,PSP,2010.0,Role-Playing,Sting,0.0,0.0,0.03,0.0,0.03,,,,,Atlus,
5537,X360,2014.0,Shooter,,0.0,0.03,0.0,0.0,0.03,,,5.2,9.0,Microsoft Game Studios,T
5538,DS,2010.0,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,,,,,,
5539,PS4,2016.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,Koei Tecmo America Corporation,CERO_B
5540,PC,2004.0,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03,,,,,,
5541,PSV,2016.0,Role-Playing,Compile Heart,0.0,0.0,0.03,0.0,0.03,,,,,Compile Heart,CERO_D
5542,PS3,2011.0,Misc,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,,
5543,PSV,2015.0,Adventure,TGL,0.0,0.0,0.03,0.0,0.03,,,,,Giga,
5544,PS,2000.0,Racing,Titus,0.02,0.01,0.0,0.0,0.03,,,tbd,,Titus Software,E
5545,DS,2008.0,Puzzle,ValuSoft,0.03,0.0,0.0,0.0,0.03,,,,,"Pipeworks Software, Inc.",E
5546,X360,2010.0,Shooter,Cave,0.0,0.0,0.03,0.0,0.03,,,,,,
5547,PC,2015.0,Adventure,Rondomedia,0.0,0.03,0.0,0.0,0.03,,,,,,
5548,PSV,2016.0,Action,Screenlife,0.0,0.0,0.03,0.0,0.03,,,,,,
5549,GBA,2006.0,Sports,Nintendo,0.0,0.0,0.03,0.0,0.03,,,,,,
5550,PC,2013.0,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.03,,,,,Digital Extremes,T
5551,PS2,2006.0,Strategy,Broccoli,0.0,0.0,0.03,0.0,0.03,,,,,Broccoli,
5552,PSP,2010.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,
5553,GBA,2002.0,Fighting,ESP,0.0,0.0,0.03,0.0,0.03,,,,,Treasure,
5554,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,
5555,3DS,2015.0,Action,Rocket Company,0.0,0.0,0.03,0.0,0.03,,,,,Rocket Company,CERO_A
5556,DS,2009.0,Action,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,
5557,DS,2009.0,Adventure,Level 5,0.0,0.0,0.03,0.0,0.03,,,,,,
5558,PSP,2010.0,Fighting,SNK Playmore,0.0,0.0,0.03,0.0,0.03,,,,,,
5559,Wii,2009.0,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.03,,,,,Crave Entertainment,E
5560,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,
5561,DS,2010.0,Simulation,Foreign Media Games,0.03,0.0,0.0,0.0,0.03,,,,,Konami,CERO_B
5562,PS,2000.0,Adventure,Sony Computer Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,Ubisoft Entertainment,T
5563,PSP,2013.0,Adventure,Broccoli,0.0,0.0,0.03,0.0,0.03,,,,,Nippon Ichi Software,CERO_B
5564,PSV,2015.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,Koei Tecmo,CERO_C
5565,SNES,1994.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
5566,DS,2005.0,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Konami,
5567,PS2,2008.0,Fighting,Tryfirst,0.0,0.0,0.03,0.0,0.03,,,,,,
5568,X360,2012.0,Action,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,Tamsoft,CERO_Z
5569,PSP,2011.0,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,,,,,,Twelve
5570,PSP,2011.0,Adventure,FuRyu,0.0,0.0,0.03,0.0,0.03,,,,,,
5571,PS2,2009.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,HuneX,CERO_B
5572,PSP,2011.0,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,,,,,,
5573,PSP,2010.0,Adventure,Yeti,0.0,0.0,0.03,0.0,0.03,,,,,,
5574,PSP,2012.0,Role-Playing,Ackkstudios,0.0,0.0,0.03,0.0,0.03,,,,,Ruby Party,CERO_B
5575,XB,2002.0,Fighting,Unknown,0.02,0.01,0.0,0.0,0.03,,,,,,
5576,DS,2008.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,Koei,
5577,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,Namco Bandai Games,
5578,DS,2006.0,Role-Playing,Success,0.0,0.0,0.03,0.0,0.03,,,,,Crea-Tech,
5579,PS3,2010.0,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,,,,,SCE London Studio,
5580,PSV,2016.0,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,,,,,,
5581,PSV,2011.0,Simulation,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,
5582,PS3,2013.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,
5583,PC,2016.0,Simulation,Astragon,0.0,0.03,0.0,0.0,0.03,46.0,8.0,6.1,18.0,stillalive studios,
5584,PC,2011.0,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.03,,,tbd,,Big Fish Games,
5585,PSV,2016.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,Rejet,CERO_C
5586,SAT,1995.0,Fighting,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,
5587,WiiU,2013.0,Misc,D3Publisher,0.01,0.01,0.0,0.0,0.03,,,,,Torus Games,E
5588,X360,2011.0,Action,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,Capcom,M
5589,PSV,2013.0,Role-Playing,CyberFront,0.0,0.0,0.03,0.0,0.03,,,,,Experience Inc.,
5590,PC,2010.0,Simulation,,0.0,0.03,0.0,0.0,0.03,,,,,SCS Software,
5591,PS4,2016.0,Adventure,FuRyu Corporation,0.01,0.01,0.0,0.0,0.03,,,,,,
5592,PC,2006.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03,,,,,Blue Byte Software,Seven
5593,PSV,2016.0,Role-Playing,Compile Heart,0.0,0.0,0.03,0.0,0.03,,,,,Compile Heart,M
5594,PS2,2008.0,Adventure,GN Software,0.0,0.0,0.03,0.0,0.03,,,,,,
5595,PSP,2011.0,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,,,,,,
5596,X360,2011.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,,
5597,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,,,,,,
5598,PC,2012.0,Adventure,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.03,82.0,38.0,8.3,341.0,Amanita Design,CLASS_IND_Ten
5599,PS,1998.0,Misc,Empire Interactive,0.02,0.01,0.0,0.0,0.03,,,,,,
5600,PSP,2011.0,Misc,Asgard,0.0,0.0,0.03,0.0,0.03,,,,,Honeybee,CERO_B
5601,PS,1997.0,Misc,Psygnosis,0.02,0.01,0.0,0.0,0.03,,,,,Clockwork Games Limited,E
5602,Wii,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
5603,3DS,2011.0,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.03,,,,,Konami,E
5604,PSP,2011.0,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,,,,,Giga,CERO_C
5605,PS2,2007.0,Strategy,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Konami,CERO_B
5606,X360,2010.0,Sports,Home Entertainment Suppliers,0.0,0.02,0.0,0.0,0.03,,,,,,
5607,PSV,2016.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,,,,,Nippon Ichi Software,
5608,GC,2003.0,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,Acclaim Entertainment,E
5609,PS3,2016.0,Action,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,,
5610,PSV,2015.0,Adventure,TGL,0.0,0.0,0.03,0.0,0.03,,,,,,
5611,PSP,2011.0,Misc,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,
5612,DS,2010.0,Misc,Nintendo,0.0,0.02,0.0,0.0,0.03,,,,,AGENDA,
5613,PSV,2015.0,Simulation,FuRyu,0.0,0.0,0.03,0.0,0.03,,,,,,
5614,DS,2009.0,Adventure,Creative Core,0.0,0.0,0.03,0.0,0.03,,,,,,
5615,DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
5616,DS,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,Namco Bandai Games,
5617,3DS,2015.0,Misc,Alchemist,0.0,0.0,0.03,0.0,0.03,,,,,,
5618,PSP,2009.0,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,Koei,CERO_B
5619,PSP,2009.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,,,,,Nippon Ichi Software,CERO_C
5620,SAT,1995.0,Shooter,Taito,0.0,0.0,0.03,0.0,0.03,,,,,Taito,E
5621,PSP,2009.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,"Sega Enterprises, Ltd.",GRAC_ALL
5622,PS2,2001.0,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Konami,
5623,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
5624,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
5625,PS2,2007.0,Fighting,Banpresto,0.0,0.0,0.03,0.0,0.03,,,,,,
5626,PS3,2010.0,Sports,Home Entertainment Suppliers,0.0,0.02,0.0,0.01,0.03,,,,,Big Ant Studios,Three
5627,PS,1995.0,Sports,Seta Corporation,0.0,0.0,0.03,0.0,0.03,,,,,,
5628,PS2,2006.0,Fighting,Yuke's,0.0,0.0,0.03,0.0,0.03,,,,,Yuke's,
5629,GBA,2003.0,Racing,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,
5630,XB,2003.0,Puzzle,DreamCatcher Interactive,0.02,0.01,0.0,0.0,0.03,,,,,Crave Entertainment,E
5631,PS3,2014.0,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,,,,,,
5632,PS3,2015.0,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,,,,,5pb,M
5633,PS2,2006.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Konami,CERO_D
5634,PC,2008.0,Misc,Ubisoft,0.0,0.02,0.0,0.0,0.03,,,,,Valcon Games,E
5635,3DS,2013.0,Fighting,Arc System Works,0.0,0.0,0.03,0.0,0.03,,,,,Arc System Works,E10
5636,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,Otomate,CERO_C
5637,X360,2008.0,Adventure,Prototype,0.0,0.0,0.03,0.0,0.03,,,,,Key,T
5638,PS2,2006.0,Adventure,Atlus,0.0,0.0,0.03,0.0,0.03,,,,,,
5639,PS3,2016.0,Sports,Alternative Software,0.0,0.02,0.0,0.0,0.03,,,tbd,,Wicked Witch Software,E
5640,PC,2008.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03,,,,,Ubisoft Montreal,Twelve
5641,DS,2009.0,Action,Russel,0.0,0.0,0.03,0.0,0.03,,,,,,
5642,PC,2010.0,Misc,Namco Bandai Games,0.0,0.02,0.0,0.0,0.03,,,,,Spielkind,Three
5643,PS,1996.0,Platform,Psygnosis,0.01,0.01,0.0,0.0,0.03,,,,,Psygnosis,E
5644,DS,2007.0,Action,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,Inti Creates,
5645,PS,1995.0,Platform,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.03,,,,,Yuke's,
5646,PS,1997.0,Action,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03,,,,,,E
5647,XOne,2015.0,Sports,Nordic Games,0.02,0.0,0.0,0.0,0.03,45.0,4.0,tbd,,Rainbow Studios,E
5648,PSV,2014.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,Otomate,CERO_B
5649,PS2,2001.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,
5650,PS2,2002.0,Racing,BAM! Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,Graphic Research,
5651,PS4,2016.0,Action,Capcom,0.02,0.0,0.0,0.01,0.03,,,,,,
5652,3DS,2016.0,Simulation,Nintendo,0.0,0.02,0.0,0.0,0.03,,,tbd,,Bandai Namco Entertainment Asia,Three
5653,PSP,2010.0,Adventure,Prototype,0.0,0.0,0.03,0.0,0.03,,,,,,
5654,X360,2010.0,Misc,Black Bean Games,0.0,0.02,0.0,0.0,0.03,,,,,,
5655,GC,2004.0,Sports,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,
5656,PSP,2010.0,Strategy,Irem Software Engineering,0.0,0.0,0.03,0.0,0.03,,,,,,
5657,DS,2007.0,Sports,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,,,,
5658,PS3,2012.0,Adventure,Compile Heart,0.0,0.0,0.03,0.0,0.03,,,,,Compile Heart,CERO_D
5659,PS,1997.0,Shooter,Virgin Interactive,0.01,0.01,0.0,0.0,0.03,,,,,Tetragon,E
5660,DS,2008.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,D3 Publisher,CERO_B
5661,PS4,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
5662,SNES,1995.0,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
5663,3DS,2016.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
5664,PS,1999.0,Racing,Interplay,0.01,0.01,0.0,0.0,0.03,,,,,Interplay Entertainment,E
5665,3DS,2014.0,Strategy,Activision,0.02,0.0,0.0,0.0,0.03,,,,,,
5666,GBA,2005.0,Misc,Game Factory,0.02,0.01,0.0,0.0,0.03,,,,,,EC
5667,PSV,2014.0,Misc,Marvelous Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,
5668,Wii,2007.0,Sports,Atari,0.02,0.0,0.0,0.0,0.03,,,,,,
5669,PS2,2005.0,Sports,505 Games,0.01,0.01,0.0,0.0,0.03,,,,,505 Game Street,E
5670,PSV,2016.0,Action,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,,
5671,DS,2008.0,Simulation,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,
5672,DS,2009.0,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,
5673,PS2,2008.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,
5674,PS2,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,
5675,PSV,2012.0,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,,,,,Nippon Ichi Software,
5676,PS2,2006.0,Adventure,Media Works,0.0,0.0,0.03,0.0,0.03,,,,,VRIDGE,CERO_B
5677,DS,2008.0,Action,Spike,0.0,0.0,0.03,0.0,0.03,,,,,Spike,
5678,XB,2005.0,Fighting,Unknown,0.02,0.01,0.0,0.0,0.03,,,,,SNK Playmore,T
5679,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,
5680,PSP,2007.0,Puzzle,Midway Games,0.02,0.0,0.0,0.0,0.03,,,,,,
5681,SAT,1996.0,Adventure,Imagineer,0.0,0.0,0.03,0.0,0.03,,,,,Imagineer,
5682,PSV,2012.0,Action,Prototype,0.0,0.0,0.03,0.0,0.03,,,,,PROTOTYPE,T
5683,Wii,2008.0,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,Namco,CERO_A
5684,X360,2011.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,,
5685,DS,2009.0,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03,,,,,,
5686,PS2,2001.0,Simulation,ArtDink,0.0,0.0,0.03,0.0,0.03,,,,,,
5687,PSP,2010.0,Misc,Asgard,0.0,0.0,0.03,0.0,0.03,,,,,Honeybee,CERO_B
5688,PS3,2016.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
5689,PS,1996.0,Sports,Time Warner Interactive,0.01,0.01,0.0,0.0,0.03,,,,,,E
5690,PSP,2013.0,Adventure,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,,,,,,
5691,Wii,2012.0,Simulation,City Interactive,0.02,0.0,0.0,0.0,0.03,,,,,City Interactive,T
5692,PSP,2012.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,Otomate,CERO_C
5693,DS,2012.0,Puzzle,Unknown,0.0,0.02,0.0,0.0,0.03,,,,,"Alawar Entertainment, Inc.",
5694,PC,2009.0,Action,Activision,0.02,0.0,0.0,0.0,0.03,,,,,Activision,M
5695,DS,2010.0,Adventure,Rocket Company,0.0,0.0,0.03,0.0,0.03,,,,,Rocket Company,CERO_D
5696,PS3,2013.0,Misc,Paon Corporation,0.0,0.0,0.03,0.0,0.03,,,,,,
5697,PS2,2007.0,Misc,Sega,0.0,0.0,0.03,0.0,0.03,,,,,Sega Corporation,CERO_A
5698,GBA,2006.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.02,0.0,0.03,,,,,Marvelous Entertainment,CERO_B
5699,PS,1998.0,Shooter,Irem Software Engineering,0.01,0.01,0.0,0.0,0.03,,,,,Agetec,E
5700,PSV,2014.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,Otomate,CERO_C
5701,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,Otomate,CERO_B
5702,DS,2012.0,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.03,,,,,,
5703,PC,2012.0,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0,0.03,54.0,6.0,6.2,11.0,Reef Entertainment,Twelve
5704,PSP,2009.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,BEC,
5705,DS,2008.0,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,
5706,SNES,1994.0,Action,Banpresto,0.0,0.0,0.03,0.0,0.03,,,,,,
5707,DS,2008.0,Simulation,Broccoli,0.0,0.0,0.03,0.0,0.03,,,,,,
5708,PS,1996.0,Fighting,GT Interactive,0.01,0.01,0.0,0.0,0.03,,,,,,
5709,PS2,2009.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,BEC,
5710,3DS,2016.0,Role-Playing,FuRyu,0.0,0.0,0.03,0.0,0.03,,,,,FuRyu,CERO_A
5711,PS,1995.0,Adventure,Banpresto,0.0,0.0,0.02,0.0,0.03,,,,,Banpresto,
5712,DS,2007.0,Adventure,Kids Station,0.0,0.0,0.03,0.0,0.03,,,,,Kids Station,CERO_A
5713,PSV,2012.0,Adventure,ChunSoft,0.0,0.0,0.03,0.0,0.03,,,,,,
5714,PS2,2002.0,Adventure,Success,0.0,0.0,0.03,0.0,0.03,,,,,,
5715,PSP,2006.0,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,
5716,DS,2011.0,Puzzle,CDV Software Entertainment,0.02,0.0,0.0,0.0,0.03,,,,,,E
5717,PSV,2016.0,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.02,0.0,0.02,,,,,,
5718,PS3,2011.0,Sports,Black Bean Games,0.0,0.02,0.0,0.0,0.02,,,,,Lightning Fish Games,Twelve
5719,DS,2012.0,Action,Licensed 4U,0.0,0.02,0.0,0.0,0.02,,,,,,
5720,PSP,2009.0,Misc,Edia,0.0,0.0,0.02,0.0,0.02,,,,,,
5721,DS,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
5722,GBA,2005.0,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.02,,,,,Midway,E
5723,PSV,2014.0,Role-Playing,Experience Inc.,0.0,0.0,0.02,0.0,0.02,,,,,,
5724,PS2,2010.0,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,,,,,QuinRose,CERO_B
5725,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,HuneX,CERO_B
5726,XB,2004.0,Racing,Jaleco,0.02,0.01,0.0,0.0,0.02,,,,,Blade Interactive,E
5727,PSV,2013.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
5728,SAT,1995.0,Misc,Victor Interactive,0.0,0.0,0.02,0.0,0.02,,,,,,
5729,X360,2009.0,Shooter,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
5730,PS2,2007.0,Fighting,Broccoli,0.0,0.0,0.02,0.0,0.02,,,,,Gainax,
5731,Wii,2009.0,Simulation,Deep Silver,0.0,0.02,0.0,0.0,0.02,,,,,,
5732,PS4,2015.0,Fighting,Sega,0.0,0.0,0.02,0.0,0.02,,,,,Studio Saizensen,
5733,PS3,2015.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
5734,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
5735,PS2,2005.0,Shooter,Electronic Arts,0.0,0.0,0.02,0.0,0.02,,,,,,
5736,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
5737,PS3,2010.0,Adventure,,0.0,0.0,0.02,0.0,0.02,,,,,,
5738,PS2,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
5739,PSP,2014.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
5740,PS2,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,Konami,
5741,WiiU,2014.0,Action,Disney Interactive Studios,0.01,0.01,0.0,0.0,0.02,,,,,Game Machine Studios,E
5742,GC,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
5743,X360,2011.0,Shooter,Mastertronic,0.0,0.02,0.0,0.0,0.02,,,,,Team17,T
5744,X360,2010.0,Action,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,FeelPlus,M
5745,PSP,2005.0,Sports,Sega,0.0,0.0,0.02,0.0,0.02,,,,,,
5746,DS,2012.0,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0,0.02,,,tbd,,Reef Entertainment,Twelve
5747,PSP,2012.0,Action,5pb,0.0,0.0,0.02,0.0,0.02,,,,,5pb.,CERO_B
5748,PSV,2016.0,Adventure,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,,,,,,
5749,PS3,2010.0,Role-Playing,Acquire,0.0,0.0,0.02,0.0,0.02,,,,,MonkeyPaw Games,E10
5750,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,Otomate,CERO_B
5751,PSP,2008.0,Fighting,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,Marvelous Entertainment,CERO_C
5752,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
5753,DS,2010.0,Action,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,,,,,,
5754,PSV,2014.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,Rejet,CERO_D
5755,PSP,2011.0,Action,FuRyu,0.0,0.0,0.02,0.0,0.02,,,,,,
5756,PSP,2008.0,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02,,,,,Nihon Falcom,CERO_A
5757,DS,2010.0,Adventure,Sega,0.0,0.0,0.02,0.0,0.02,,,,,,
5758,DS,2007.0,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02,,,,,UFO Interactive Games,E
5759,DS,2008.0,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
5760,X360,2011.0,Misc,Mastertronic,0.0,0.02,0.0,0.0,0.02,,,,,,
5761,PS,1998.0,Racing,Virgin Interactive,0.01,0.01,0.0,0.0,0.02,,,,,Atlus USA,E
5762,3DO,1994.0,Puzzle,Micro Cabin,0.0,0.0,0.02,0.0,0.02,,,,,,
5763,PS,1997.0,Racing,GT Interactive,0.01,0.01,0.0,0.0,0.02,,,,,,
5764,PSP,2006.0,Misc,Unknown,0.02,0.0,0.0,0.0,0.02,,,,,,T
5765,Wii,2009.0,Shooter,Nintendo,0.0,0.0,0.02,0.0,0.02,,,,,Retro Studios,
5766,PSP,2007.0,Racing,Genki,0.0,0.0,0.02,0.0,0.02,,,,,,
5767,Wii,2008.0,Misc,Ubisoft,0.0,0.02,0.0,0.0,0.02,,,,,,
5768,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
5769,PS2,2006.0,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,,,,,F&C,
5770,PS2,2006.0,Adventure,KID,0.0,0.0,0.02,0.0,0.02,,,,,5pb.,
5771,X360,2009.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,CERO_C
5772,PC,2011.0,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,,,,,,
5773,PC,2005.0,Strategy,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02,,,,,,
5774,PSV,2015.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,CERO_A
5775,PS,2002.0,Platform,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02,,,,,Doki Denki SA,E
5776,DS,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,Monolith Soft,
5777,Wii,2008.0,Sports,Hudson Soft,0.0,0.0,0.02,0.0,0.02,,,,,,
5778,PSV,2016.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
